GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Dr Tami Project - Application Bundle,com.my.group.drtamiproject.application.components.samplecomponent,SampleComponent,9,9,2,0,3,2,2,2,1,2
